"Genome ID","Genome Name","QC","Genome Length","No. Contigs","Largest contig","GC Content","N50","Ns per 100 kbp","Average Contig Length"
"dsDG3ZSWiJrxk62Cu9pfMV","SAMEA115925711","Passed","5673702","46","641861","56.76","347767","17.55",123341
"9WgXfV9ohbX114RJ1XEZYn","SAMEA6156049","Passed","5658893","81","705707","57.00","361877","3.50",69863
"mK9drvor3FCJz3m45cgZ9F","SAMEA111504599","Passed","5345575","49","507478","57.29","278150","11.52",109093
"1dD6dr1Xx318F5sMym8mPK","SAMEA6155841","Passed","5665399","53","867691","56.95","549080","17.39",106894
"c7BPuXQTy5V3bPRc263poc","SAMEA6155775","Passed","5795020","58","1251054","56.75","304443","15.22",99914
"eMHFZzFv6jFJNsLQGdPAph","SAMEA6422742","Passed","5617175","47","1298811","57.14","307976","8.78",119514
"vMANRNokQGFTwxTbb1sDjg","SAMEA6155848","Passed","5662772","66","867066","56.95","347876","15.63",85800
"tKWU41iH2r9hDFNqMo9xbA","SAMEA7472416","Passed","5446210","84","531770","57.36","258679","5.49",64836
"2y22DkeAoh6baAXP63VZ73","SAMEA6654215","Passed","5611056","73","468170","57.10","333857","17.72",76864
"a6jMNgedDsnr896tvEX8rG","SAMEA6155884","Passed","5628608","51","1218603","57.11","455518","10.45",110365
"js2XkEcLLtJFqcTM647gMS","SAMN05960910","Passed","5636214","46","809765","57.08","386389","5.25",122526
"dY98fxa1J8N6hj2A3dZSW1","SAMEA6155849","Passed","5598657","49","647529","57.00","429695","3.52",114258
"i9Zyqzf9zeWVTVeChLW2gK","SAMEA6155846","Passed","5456595","41","674002","57.17","352268","7.29",133088
"r3dEtv2UKyaUSEhVKQAE3a","SAMN05960969","Passed","5549143","53","1639888","57.16","371448","3.57",104701
"avsR3aoHWpKrxHtbuQJNE3","SAMN31892432","Passed","5425826","42","432231","57.33","249038","25.45",129186
"fkfw6v8V5L9fpaVQcDcdgq","SAMN05960911","Passed","5873485","83","1331305","56.86","315422","18.46",70765
"nBu5iKHZw6KcKiVff7Mo42","SAMEA111505138","Passed","5260684","65","677411","57.49","288071","20.47",80934
"pUYpyHTa6mLcXXTvmu17cj","SAMEA111504605","Passed","5472791","80","393382","57.18","223312","20.41",68410
"3u2M4bP8E8FEtts9NL8zwh","SAMN05960876","Passed","5441475","51","912935","57.23","474366","5.33",106696
"1iGatNMGEwozrc3CjTqTTQ","SAMEA6155774","Passed","5519317","68","752317","57.23","341187","7.07",81166
"8FYWd8LThvZ9Y6Zyieybuu","SAMEA111504601","Passed","5607467","81","418599","57.12","193055","18.01",69228
"bBHa1P5WFEGbN4QvntczMf","SAMN45807626","Passed","5569496","73","533201","57.16","288551","20.59",76294
"8vAtrMRq8rShG8498C3APo","SAMEA6155868","Passed","5580477","56","516466","57.15","382161","14.10",99651
"rw2FnQ9Nw47SuVPECecaxS","SAMEA7472493","Passed","5850313","141","828438","56.70","197425","16.99",41492
"bDNoj7CmbDi3YdUm9rnnHv","SAMEA6654226","Passed","5761595","76","1186276","56.72","391834","14.11",75810
"gQ4RZhU2Fq2NHHHt1X3xxs","SAMEA7472506","Passed","5367677","112","495626","57.31","184824","9.30",47926
"tSegnv1aExMCpKgLcipTWc","SAMEA6155873","Passed","5285509","35","772826","57.53","361489","13.05",151015
"cZL9YucYxMRgRYSKqHAkf9","SAMN05960900","Passed","5477593","65","697689","57.20","482401","5.37",84271
"oHcLQJA47C4uM2MstCcNZs","SAMN36884873","Passed","5659558","67","517128","57.15","307643","1.71",84471
"p1V1vBbEzcSCkdctSoxGvv","SAMN31892431","Passed","5425544","38","763098","57.27","443324","10.86",142777
"7a1ykxskJv1qapxJNywMed","SAMN05960891","Passed","5289012","52","1002378","57.47","421966","3.76",101712
"mEG2yitB17xAx7RyB2TzFe","SAMEA5753785","Passed","5147218","43","452870","57.66","256080","1.92",119703
"n2CUoGTd9tVyrfiBT4ETed","SAMEA112281696","Passed","5428735","135","194149","57.32","85451","63.18",40213
"6aL7vq4KJdTV79PSuj1GVz","SAMEA5753751","Passed","5637390","103","471611","56.87","251154","3.39",54732
"rxVfJKht4cLS5bLKSJDCKR","SAMEA6654237","Passed","5581607","105","1055325","56.87","349129","9.32",53158
"jvQjgseJhm24Wn9LABXPvi","SAMN05960880","Passed","5649853","64","813401","57.03","349734","5.19",88279
"ddfGdB7UXRCGALkKxmFaLN","SAMEA6155864","Passed","5461069","51","1350389","57.34","468629","11.39",107080
"hcU92hFmNNiurjLw162jVV","SAMEA5753742","Passed","5519830","137","339491","57.22","118119","3.53",40291
"9JRe5HbixsAja9CCPWngkQ","SAMN05960926","Passed","5413575","45","824245","57.26","383191","7.28",120302
"tezudZ1n1Gw9XUJ9TSWAi3","SAMN36884880","Passed","5594136","48","727648","57.18","292498","1.79",116545
"fBGYQSGSRgUXkxAfUzEgjM","SAMN05960922","Passed","5509744","89","483456","57.19","321197","9.02",61907
"nM1MnsiU3sBdJUL3nWp3ka","SAMEA115925725","Passed","5346921","62","553782","57.41","316234","17.04",86241
"2BhSj3cMz4594YSASwtxkL","SAMN05960890","Passed","5364860","69","858049","57.39","369282","5.48",77752
"faypdcoEdQ83fxa2afSAzK","SAMEA5753788","Passed","5304427","72","720930","57.44","208446","3.83",73673
"ejSuDDKNELtXastMKdP4Gn","SAMN36943785","Passed","5184026","132","348077","57.44","94271","5.73",39273
"e5mdCN625ogAAYe5GmcRV7","SAMEA6155820","Passed","5576013","60","898614","57.15","364726","10.76",92934
"pgkxyugKU2zuw5sikZPgng","SAMEA5753438","Passed","5426721","129","401177","57.35","187212","1.81",42068
"xgpU71frMpZk9hN4NX7dRs","SAMEA6155823","Passed","5129202","117","350212","57.45","118166","13.41",43839
"jHHRPhXLii1thENvb2beLw","SAMEA6155815","Passed","5616661","85","702212","56.95","314567","22.68",66078
"eg8oUWgBXJvf811JNgE1hX","SAMEA5753414","Passed","5589507","97","408721","57.14","173245","5.21",57624
"sEcKy31N8HPrfyASy8cmMa","SAMEA6654248","Passed","5714104","98","501410","56.79","273810","10.82",58307
"9Uhc2FSEo32fmMFRJYhcUU","SAMEA7472465","Passed","5356478","88","590931","57.33","189996","9.26",60869
"tnDHfYfwy9D5yExRP7cXYM","SAMEA6155776","Passed","5485426","61","1017610","57.11","473936","12.43",89925
"hW2fuA7K2os5f23Tb3Me4V","SAMEA6155810","Passed","5740229","53","2075368","56.80","528815","22.18",108306
"8NV8QKADQ1BfixSmgJy7Uc","SAMN05960944","Passed","5784769","141","493758","56.79","162706","3.63",41027
"jBWJnZFCPoUasGYswoHSLE","SAMEA6155879","Passed","5579135","55","898727","57.15","378782","14.05",101439
"46UxQkGvaUxFbWw1rB64GG","SAMEA8515152","Passed","5463325","101","413123","57.35","192893","10.98",54092
"uvEkq8mRRQPLumxuH3dDwK","SAMEA7472478","Passed","5501729","59","709371","57.19","457046","7.25",93250
"58aMnX4kKX9ABNVDDPNY9Z","SAMEA5753415","Passed","5352033","53","821017","57.47","349849","5.40",100982
"wWnFWWZgQSRdZXLHG7jxP7","SAMN05960892","Passed","5671830","103","728114","57.09","287096","1.75",55066
"bquu8zBfyYvHZZL78qD6tj","SAMN05960941","Passed","5587128","102","483089","57.22","214224","8.79",54776
"8VXzR8XaRRP1JhFB24qeEc","SAMEA111505120","Passed","5561368","70","627958","56.85","232501","20.79",79448
"kqeLJxAzwr882v6QkeP2k1","SAMN05960878","Passed","5591853","70","1373806","57.16","281526","5.17",79884
"w5D7sGqDTbHY3uzAgdVS9g","SAMEA6155850","Passed","5843055","74","1254626","56.63","388792","8.42",78960
"dsMn34yULN54GxBEgXT361","SAMEA6155856","Passed","5410836","41","1013703","57.38","451955","14.51",131972
"aHQ3Jixe7VnXW3ieupEnPf","SAMEA7472398","Passed","5516048","97","478003","57.26","209599","7.16",56866
"x3LoLQefs6Bsf7wC8SHqPC","SAMEA6422781","Passed","5947030","94","1213129","56.55","378713","28.01",63266
"uE5yuLRjxRh8HEaZzJ8qyu","SAMEA115925724","Passed","5358171","91","498753","57.25","210571","5.56",58881
"spa5BonHmewtQxFfRGzo3Z","SAMEA7472502","Passed","5639622","95","772810","56.94","306385","5.21",59364
"9sE5qy5xqsGY2xaodzMopi","SAMEA6155839","Passed","5556355","66","807748","57.16","282775","17.78",84187
"3AJK3c5jFBmgxDy2gChsW6","SAMEA111505141","Passed","5433966","80","545105","57.22","215055","22.43",67925
"bzCc3Xerf8PwGcW2vKZFtx","SAMEA6155797","Passed","5121893","20","2062246","57.70","734790","15.38",256095
"pDiV8Gt7SwFFgreytfi7Hs","SAMN05960927","Passed","5438437","64","562700","57.23","301778","1.80",84976
"azq911uyDWwcXBStdjpCVW","SAMEA6155880","Passed","5124515","19","1910846","57.70","922866","26.81",269711
"xguuWbXG7xoxRmrunrFe1U","SAMN05960871","Passed","5164534","72","425776","57.54","200282","1.88",71730
"xaMyne9sa6U6DnZNNRE8F6","SAMEA6654227","Passed","5762079","74","896241","56.72","375725","8.59",77866
"d7R2MQLB35hj2Ej9upd6M1","SAMEA112622402","Failed","5276713","489","86024","57.47","19725","39.15",10791
"i3xxvB6hAz3pnsd5StVfSj","SAMEA5753760","Passed","5368913","77","408136","57.43","203498","1.86",69726
"dJStMMFAC2bmA8Scq4nvtK","SAMEA5753329","Passed","5396351","77","406789","57.39","230403","1.82",70082
"wT6WCsfjiMQNCCZwBv3VpS","SAMEA5753749","Passed","5334905","216","361145","57.43","165136","2.04",24699
"7aR3p2hMP7yySU3AEsfjTf","SAMEA6155801","Passed","5738504","52","2994079","56.80","2994079","10.56",110356
"6oNoQHjmb7nLnwfFmS5698","SAMEA5753799","Passed","5194660","40","895830","57.52","409560","5.76",129867
"j65sj7HHAym69X7cTXkdAB","SAMEA5753705","Passed","5299862","71","709369","57.40","215076","5.59",74646
"e2FN2dMA7TPmZQ8fRP7V1j","SAMN05960919","Passed","5648646","63","775421","57.16","335069","5.13",89661
"iNE6FvQH4fXR8XwrPTUzfh","SAMEA7472429","Passed","5703438","80","701602","56.95","340377","12.13",71293
