"Genome ID","Genome Name","Version","ST","gapA","infB","mdh","pgi","phoE","rpoB","tonB"
"c7BPuXQTy5V3bPRc263poc","SAMEA6155775","mlst-3390273-3","307",4,1,2,52,1,1,7
"eMHFZzFv6jFJNsLQGdPAph","SAMEA6422742","mlst-3390273-3","307",4,1,2,52,1,1,7
"vMANRNokQGFTwxTbb1sDjg","SAMEA6155848","mlst-3390273-3","392",3,4,6,1,7,4,40
"tKWU41iH2r9hDFNqMo9xbA","SAMEA7472416","mlst-3390273-3","39",2,1,2,4,9,1,14
"2y22DkeAoh6baAXP63VZ73","SAMEA6654215","mlst-3390273-3","25",2,1,1,1,10,4,13
"a6jMNgedDsnr896tvEX8rG","SAMEA6155884","mlst-3390273-3","307",4,1,2,52,1,1,7
"js2XkEcLLtJFqcTM647gMS","SAMN05960910","mlst-3390273-3","405",2,1,62,3,10,4,110
"dY98fxa1J8N6hj2A3dZSW1","SAMEA6155849","mlst-3390273-3","15",1,1,1,1,1,1,1
"i9Zyqzf9zeWVTVeChLW2gK","SAMEA6155846","mlst-3390273-3","15",1,1,1,1,1,1,1
"r3dEtv2UKyaUSEhVKQAE3a","SAMN05960969","mlst-3390273-3","48",2,5,2,2,7,1,10
"avsR3aoHWpKrxHtbuQJNE3","SAMN31892432","mlst-3390273-3","86",9,4,2,1,1,1,27
"fkfw6v8V5L9fpaVQcDcdgq","SAMN05960911","mlst-3390273-3","1788",2,6,160,1,226,111,299
"nBu5iKHZw6KcKiVff7Mo42","SAMEA111505138","mlst-3390273-3","147",3,4,6,1,7,4,38
"pUYpyHTa6mLcXXTvmu17cj","SAMEA111504605","mlst-3390273-3","277",3,1,1,1,1,1,43
"3u2M4bP8E8FEtts9NL8zwh","SAMN05960876","mlst-3390273-3","48",2,5,2,2,7,1,10
"1iGatNMGEwozrc3CjTqTTQ","SAMEA6155774","mlst-3390273-3","15",1,1,1,1,1,1,1
"8FYWd8LThvZ9Y6Zyieybuu","SAMEA111504601","mlst-3390273-3","15",1,1,1,1,1,1,1
"bBHa1P5WFEGbN4QvntczMf","SAMN45807626","mlst-3390273-3","39",2,1,2,4,9,1,14
"8vAtrMRq8rShG8498C3APo","SAMEA6155868","mlst-3390273-3","307",4,1,2,52,1,1,7
"rw2FnQ9Nw47SuVPECecaxS","SAMEA7472493","mlst-3390273-3","395",3,1,2,4,1,1,4
"bDNoj7CmbDi3YdUm9rnnHv","SAMEA6654226","mlst-3390273-3","17",2,1,1,1,4,4,4
"gQ4RZhU2Fq2NHHHt1X3xxs","SAMEA7472506","mlst-3390273-3","442",10,20,2,1,9,11,14
"tSegnv1aExMCpKgLcipTWc","SAMEA6155873","mlst-3390273-3","5247",3,1,218,1,9,8,24
"cZL9YucYxMRgRYSKqHAkf9","SAMN05960900","mlst-3390273-3","231",2,6,1,3,26,1,77
"oHcLQJA47C4uM2MstCcNZs","SAMN36884873","mlst-3390273-3","307",4,1,2,52,1,1,7
"p1V1vBbEzcSCkdctSoxGvv","SAMN31892431","mlst-3390273-3","86",9,4,2,1,1,1,27
"7a1ykxskJv1qapxJNywMed","SAMN05960891","mlst-3390273-3","1418",4,3,1,6,1,1,16
"mEG2yitB17xAx7RyB2TzFe","SAMEA5753785","mlst-3390273-3","788",2,4,2,1,7,1,12
"n2CUoGTd9tVyrfiBT4ETed","SAMEA112281696","mlst-3390273-3","147",3,4,6,1,7,4,38
"6aL7vq4KJdTV79PSuj1GVz","SAMEA5753751","mlst-3390273-3","3273",4,1,1,97,27,7,4
"rxVfJKht4cLS5bLKSJDCKR","SAMEA6654237","mlst-3390273-3","17",2,1,1,1,4,4,4
"jvQjgseJhm24Wn9LABXPvi","SAMN05960880","mlst-3390273-3","14",1,6,1,1,1,1,1
"ddfGdB7UXRCGALkKxmFaLN","SAMEA6155864","mlst-3390273-3","403",2,1,2,1,1,7,13
"hcU92hFmNNiurjLw162jVV","SAMEA5753742","mlst-3390273-3","151",4,1,32,1,7,4,10
"9JRe5HbixsAja9CCPWngkQ","SAMN05960926","mlst-3390273-3","307",4,1,2,52,1,1,7
"tezudZ1n1Gw9XUJ9TSWAi3","SAMN36884880","mlst-3390273-3","45",2,1,1,6,7,1,12
"fBGYQSGSRgUXkxAfUzEgjM","SAMN05960922","mlst-3390273-3","25",2,1,1,1,10,4,13
"nM1MnsiU3sBdJUL3nWp3ka","SAMEA115925725","mlst-3390273-3","584",4,1,2,1,1,7,4
"2BhSj3cMz4594YSASwtxkL","SAMN05960890","mlst-3390273-3","16",2,1,2,1,4,4,4
"faypdcoEdQ83fxa2afSAzK","SAMEA5753788","mlst-3390273-3","37",2,9,2,1,13,1,16
"ejSuDDKNELtXastMKdP4Gn","SAMN36943785","mlst-3390273-3","7461",2,1,2,4,1,1,56
"e5mdCN625ogAAYe5GmcRV7","SAMEA6155820","mlst-3390273-3","307",4,1,2,52,1,1,7
"pgkxyugKU2zuw5sikZPgng","SAMEA5753438","mlst-3390273-3","1119",2,79,1,1,7,4,4
"xgpU71frMpZk9hN4NX7dRs","SAMEA6155823","mlst-3390273-3","340",3,3,1,1,1,1,18
"jHHRPhXLii1thENvb2beLw","SAMEA6155815","mlst-3390273-3","101",2,6,1,5,4,1,6
"eg8oUWgBXJvf811JNgE1hX","SAMEA5753414","mlst-3390273-3","528",32,5,1,1,9,4,18
"sEcKy31N8HPrfyASy8cmMa","SAMEA6654248","mlst-3390273-3","48",2,5,2,2,7,1,10
"9Uhc2FSEo32fmMFRJYhcUU","SAMEA7472465","mlst-3390273-3","73",2,3,4,1,12,6,19
"tnDHfYfwy9D5yExRP7cXYM","SAMEA6155776","mlst-3390273-3","530",2,39,2,1,1,4,24
"hW2fuA7K2os5f23Tb3Me4V","SAMEA6155810","mlst-3390273-3","1801",2,1,1,26,3,5,54
"8NV8QKADQ1BfixSmgJy7Uc","SAMN05960944","mlst-3390273-3","12",6,3,1,1,12,1,4
"jBWJnZFCPoUasGYswoHSLE","SAMEA6155879","mlst-3390273-3","307",4,1,2,52,1,1,7
"46UxQkGvaUxFbWw1rB64GG","SAMEA8515152","mlst-3390273-3","39",2,1,2,4,9,1,14
"uvEkq8mRRQPLumxuH3dDwK","SAMEA7472478","mlst-3390273-3","985",10,3,2,2,6,4,4
"58aMnX4kKX9ABNVDDPNY9Z","SAMEA5753415","mlst-3390273-3","1049",2,3,4,97,12,1,39
"wWnFWWZgQSRdZXLHG7jxP7","SAMN05960892","mlst-3390273-3","39",2,1,2,4,9,1,14
"bquu8zBfyYvHZZL78qD6tj","SAMN05960941","mlst-3390273-3","17",2,1,1,1,4,4,4
"8VXzR8XaRRP1JhFB24qeEc","SAMEA111505120","mlst-3390273-3","101",2,6,1,5,4,1,6
"kqeLJxAzwr882v6QkeP2k1","SAMN05960878","mlst-3390273-3","17",2,1,1,1,4,4,4
"w5D7sGqDTbHY3uzAgdVS9g","SAMEA6155850","mlst-3390273-3","147",3,4,6,1,7,4,38
"dsMn34yULN54GxBEgXT361","SAMEA6155856","mlst-3390273-3","5243",2,1,1,347,9,1,12
"aHQ3Jixe7VnXW3ieupEnPf","SAMEA7472398","mlst-3390273-3","11",3,3,1,1,1,1,4
"x3LoLQefs6Bsf7wC8SHqPC","SAMEA6422781","mlst-3390273-3","307",4,1,2,52,1,1,7
"uE5yuLRjxRh8HEaZzJ8qyu","SAMEA115925724","mlst-3390273-3","13",2,3,1,1,10,1,19
"spa5BonHmewtQxFfRGzo3Z","SAMEA7472502","mlst-3390273-3","20",2,3,1,1,4,4,4
"9sE5qy5xqsGY2xaodzMopi","SAMEA6155839","mlst-3390273-3","147",3,4,6,1,7,4,38
"3AJK3c5jFBmgxDy2gChsW6","SAMEA111505141","mlst-3390273-3","5240",2,3,1,1,4,1,18
"bzCc3Xerf8PwGcW2vKZFtx","SAMEA6155797","mlst-3390273-3","5241",2,5,399,1,4,1,4
"pDiV8Gt7SwFFgreytfi7Hs","SAMN05960927","mlst-3390273-3","101",2,6,1,5,4,1,6
"azq911uyDWwcXBStdjpCVW","SAMEA6155880","mlst-3390273-3","5241",2,5,399,1,4,1,4
"xguuWbXG7xoxRmrunrFe1U","SAMN05960871","mlst-3390273-3","3613",4,1,254,1,177,1,35
"xaMyne9sa6U6DnZNNRE8F6","SAMEA6654227","mlst-3390273-3","17",2,1,1,1,4,4,4
"d7R2MQLB35hj2Ej9upd6M1","SAMEA112622402","mlst-3390273-3","39",2,1,2,4,9,1,14
"i3xxvB6hAz3pnsd5StVfSj","SAMEA5753760","mlst-3390273-3","3278",4,1,1,1,9,1,218
"dJStMMFAC2bmA8Scq4nvtK","SAMEA5753329","mlst-3390273-3","867",2,1,99,6,1,1,129
"wT6WCsfjiMQNCCZwBv3VpS","SAMEA5753749","mlst-3390273-3","2141",2,3,6,4,9,1,4
"7aR3p2hMP7yySU3AEsfjTf","SAMEA6155801","mlst-3390273-3","1801",2,1,1,26,3,5,54
"6oNoQHjmb7nLnwfFmS5698","SAMEA5753799","mlst-3390273-3","3340",4,3,1,1,9,10,9
"j65sj7HHAym69X7cTXkdAB","SAMEA5753705","mlst-3390273-3","3111",2,1,2,1,7,4,5
"e2FN2dMA7TPmZQ8fRP7V1j","SAMN05960919","mlst-3390273-3","45",2,1,1,6,7,1,12
"iNE6FvQH4fXR8XwrPTUzfh","SAMEA7472429","mlst-3390273-3","464",2,5,2,1,26,1,2
