genome_id,genome_name,country,qc_status,species_prediction,contig_count,genome_length,n50,st,resistance_score,resistance_gene_count,bla_acquired,bla_esbl_acquired,bla_carb_acquired,virulence_score,k_type,o_type,plasmid_replicons
8zoC2M3h7ckamKAjpBihyV,SAMN05960928,Nigeria,Passed,Klebsiella pneumoniae,71,5600975,310247,ST17,1,,SCO-1,CTX-M-15,-,1,K2,O2α,Col(pHAD28);ColRNAI;IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
8gFkefqhqjn2zNeN7LKmRW,SAMEA6654211,Ghana,Passed,Klebsiella pneumoniae,83,5664417,274722,ST39,1,,-,CTX-M-15,-,1,K2,"O1αβ,2α",Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);repB(R1701)
rZERGMB5Yp52Kp9vx2uP5D,SAMN45807623,Nigeria,Passed,Klebsiella pneumoniae,76,5474218,264061,ST442,1,,SCO-1;OXA-1,CTX-M-15,-,0,unknown (KL146),O2β,ColpVC;IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR)
wjtzE9JUA51SH7xKqraRjv,SAMEA6155819,Nigeria,Passed,Klebsiella pneumoniae,51,5430387,438980,ST17,0,,-,-,-,0,K62,O2β,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91);IncR
p8SgQFDtWxd81Tv3ftnaxK,SAMEA6422760,Nigeria,Passed,Klebsiella pneumoniae,114,5987964,197394,ST4566,1,,DHA-1,CTX-M-15,-,0,K49,"O1αβ,2α",IncFIB(K);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);IncY;repB(R1701)
3M69ozjtNhRxze64xdpMpL,SAMEA6155857,Nigeria,Passed,Klebsiella pneumoniae,72,5599375,326403,ST231,1,,OXA-1,CTX-M-15,-,1,K51,"O1αβ,2β",Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K);IncFII(K);IncR
edEEzeCWmw8eUUzUVioFCf,SAMN36884890,Ghana,Passed,Klebsiella pneumoniae,122,5745349,263046,ST397,1,,OXA-1,CTX-M-15,-,1,unknown (KL158),"O1αβ,2α",IncFIB(K)(pCAV1099-114);IncFII(K);RepB;repB(R1701);repFIB
nyYYpR79VZtQcasBLdMfiW,SAMEA6422733,Nigeria,Passed,Klebsiella pneumoniae,55,5786192,354491,ST1788,1,,OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",IncFIB(K);IncFIB(pKPHS1);IncFII(K)
je24hCpvFs5pMLicnwhQV9,SAMEA111504614,Ghana,Passed,Klebsiella pneumoniae,52,5442320,273245,ST65,0,,-,-,-,3,K2,"O1αβ,2β",IncHI1B(pNDM-MAR);repB
pqK3qeL4G7ZPVdSy5CjHSj,SAMEA6155818,Nigeria,Passed,Klebsiella pneumoniae,18,5123517,2832996,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
cGZBRpV9knuSfH1frNBE59,SAMEA6654235,Ghana,Passed,Klebsiella pneumoniae,107,5757117,309920,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
jatWGqpAH5JvPSwEyou3qQ,SAMEA7472421,Nigeria,Passed,Klebsiella pneumoniae,99,5428420,367287,ST4074,0,,-,-,-,0,unknown (KL137),O13,IncFIB(K);IncFII(K);IncR
6td5bCdGNsHhzxmY5DuJpm,SAMN05960948,Nigeria,Passed,Klebsiella pneumoniae,95,5715282,319134,ST147,1,,SCO-1,CTX-M-15,-,0,K10,O3αβ,Col(pHAD28);IncFIB(K);IncFII(K);IncR
7eksoQvSQJyk2soDV1M8cw,SAMN36884871,Ghana,Passed,Klebsiella pneumoniae,56,5513308,295785,ST16,1,,OXA-1,CTX-M-15,-,1,K51,O3γ,Col(pHAD28);Col440II;IncFIB(K);IncFII(K)
kfwfeXJbtjiTtaFgYBYKfM,SAMN05960875,Nigeria,Passed,Klebsiella pneumoniae,79,5555034,312638,ST20,0,,-,-,-,0,K28,"O1αβ,2β",IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);IncN;IncR
hngZ5fvGRzhg2ho5dAJvLB,SAMEA6654229,Ghana,Passed,Klebsiella pneumoniae,67,5760296,627650,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
mDqJJTmFgkFCPtdJsmaa9f,SAMEA6156101,Nigeria,Passed,Klebsiella pneumoniae,92,5686297,254723,ST392,2,,OXA-1,CTX-M-15,NDM-1,0,K27,O4,Col(pHAD28);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
fitubmJhtjdRfHPy7SK1BH,SAMEA6155722,Nigeria,Passed,Klebsiella pneumoniae,100,5645885,363663,ST5244,1,,OXA-1*,CTX-M-15,-,1,unknown (KL112),"O1αβ,2α",IncFIB(K);IncFII(pKP91);IncR
3MA526pMqPnbBirPCAfuqy,SAMN05960905,Nigeria,Passed,Klebsiella pneumoniae,72,5589712,269224,ST45,1,,-,CTX-M-15,-,1,unknown (KL102),O2α,Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K);IncFII(K);IncR
9cPaMjZBTZ8UuXxqxw8RB6,SAMEA6422782,Nigeria,Passed,Klebsiella pneumoniae,97,5868722,402150,ST5245,2,,OXA-1,CTX-M-15*,NDM-1,0,K10,O3αβ,Col(pHAD28);Col440I;IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncFII(pKP91);IncHI1B(pNDM-MAR);IncR
9UbPm98MQKPEXCjhgM6XyT,SAMN41988736,Ghana,Passed,Klebsiella pneumoniae,51,5457158,397739,ST86,0,,-,-,-,3,K2,"O1αβ,2α",IncFIA(HI1);IncHI1B(pNDM-MAR);IncR;repB
bAvZYPTTZB28fNDnWSoNzb,SAMEA6654233,Ghana,Passed,Klebsiella pneumoniae,92,5585167,237446,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(pNDM-Mar);IncQ1;IncX3
3FuWbd6iGPmGnVZZcGZyfs,SAMEA111504613,Ghana,Passed,Klebsiella pneumoniae,85,5697955,271608,ST147,2,,OXA-1,CTX-M-15,NDM-1,1,K64,O2α,Col(pHAD28);IncFIB(K)(pCAV1099-114);IncFIB(pKPHS1);IncFIB(pQil);IncR;RepB;repFIB
vHGvxrKSaFxeGXjF6BdbxC,SAMN05960872,Nigeria,Passed,Klebsiella pneumoniae,86,5563069,181912,ST25,1,,-,CTX-M-15,-,0,K2,"O1αβ,2β",Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);IncR
7uKY2qaZYWVBwzpDeBiFfs,SAMEA4785004,Nigeria,Passed,Klebsiella pneumoniae,134,5722012,235540,ST4,2,,OXA-1,CTX-M-15,NDM-1,0,K62,"O1αβ,2α",Col440I;IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncFII(pBK30683);IncHI1B(pNDM-MAR);IncR
8VpgMT25T3vC3CQ4msverS,SAMEA6155812,Nigeria,Passed,Klebsiella pneumoniae,87,5763060,321748,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncR
u5kvsKQqPhBxL934Cq9gcd,SAMEA6155867,Nigeria,Passed,Klebsiella pneumoniae,62,5629151,317813,ST15,1,,SCO-1,CTX-M-15,-,1,K24,"O1αβ,2α",IncFIB(K);IncFIB(pKPHS1);IncFII(K)
iZPKFzecZEFRQ8HmNDhgjo,SAMEA6155871,Nigeria,Passed,Klebsiella pneumoniae,54,5501339,276100,ST86,1,,OXA-1,CTX-M-15,-,3,K2,"O1αβ,2α",IncHI1B(pNDM-MAR);repB
mkvUGFdMkBi4RkyhgK68qy,SAMEA6155800,Nigeria,Passed,Klebsiella pneumoniae,41,5401670,492036,ST281,0,,-,-,-,0,K64,"O1αβ,2α",IncFIB(K)
7wDUQTqU6GG7ibv7DvsZXW,SAMEA6422769,Nigeria,Passed,Klebsiella pneumoniae,66,5471367,236233,ST147-1LV,1,,OXA-1,CTX-M-15,-,0,K10,O3αβ,Col(pHAD28);IncFIB(pQil);IncFII(K);IncR
8akqHeZBUgH2nDjdmxK8yD,SAMN45807627,Nigeria,Passed,Klebsiella pneumoniae,49,5706432,471719,ST1788,1,,OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",IncFIB(K);IncFIB(pKPHS1);IncFII(K)
3tmGB8ktxVeLWCRwUz9d8c,SAMN05960950,Nigeria,Passed,Klebsiella pneumoniae,78,5569659,147090,ST25,1,,-,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);Col440II;IncFIB(K);IncFII(K)
8PBMxwG1U2WaAyyVedcK11,SAMEA6863335,Ghana,Passed,Klebsiella pneumoniae,159,5854841,146246,ST540,2,,LAP-2;OXA-1,CTX-M-15,NDM-1,0,K64,"O1αβ,2β",Col(pHAD28);Col440I;Col440II;IncC;IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncFII(pBK30683);IncFII(pMET);IncHI1B(pNDM-MAR)
hfQYsRNWpdeZBK7B1g76BR,SAMEA7472393,Nigeria,Passed,Klebsiella pneumoniae,26,5079802,477730,ST815,0,,-,-,-,0,Capsule null,"O1αβ,2α",
jj5m1fz4JbfRLGmD548WR6,SAMEA6654214,Ghana,Passed,Klebsiella pneumoniae,93,5596311,212189,ST25,1,,LAP-2;OXA-1*,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114)
kYMbynLb8HU4zrcBkbYkH9,SAMN36884879,Ghana,Passed,Klebsiella pneumoniae,82,5882255,204266,ST3248,1,,OXA-1,CTX-M-15,-,1,unknown (KL102),O2β,Col(pHAD28);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
sAw5HbYFaHi6GVG2gyUbGW,SAMEA6422744,Nigeria,Passed,Klebsiella pneumoniae,43,5619442,484219,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,Col(pHAD28);Col440II;IncFIB(K);IncFII(K)
o7ZNphmQDDp6U23oNmT1F6,SAMEA8515143,Nigeria,Passed,Klebsiella pneumoniae,129,5701705,132833,ST464,2,,OXA-1,CTX-M-15,NDM-7,1,K53,"O1αβ,2α",Col440I;ColpVC;IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(K);IncHI1B(pNDM-MAR);IncX3
dP2G69R9JYhdUHH1QF2v2w,SAMN05960915,Nigeria,Passed,Klebsiella pneumoniae,69,5641711,263308,ST14,1,,-,CTX-M-15,-,1,unknown (KL174),"O1αβ,2β",IncFIB(K);IncFIB(pKPHS1);repB(R1701)
iwi5npfx9osTxgTVKTk87T,SAMN05960887,Nigeria,Passed,Klebsiella pneumoniae,67,5363361,378880,ST16,0,,-,-,-,0,unknown (KL128),O3γ,IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
ce21hb7zojMnor7zg5sWZa,SAMEA6155863,Nigeria,Passed,Klebsiella pneumoniae,60,5544908,406725,ST101,1,,OXA-1,CTX-M-15,-,1,K17,"O1αβ,2α",Col(pHAD28);Col440I;Col440II;IncFIA(HI1);IncFIB(K);IncFII(pKP91);IncR
sjbJuWVDRiDDqNnEJyPAkY,SAMEA6654247,Ghana,Passed,Klebsiella pneumoniae,98,5778450,479625,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
xdNsKsPiEWkzU1GEMC1i6m,SAMN05960884,Nigeria,Passed,Klebsiella pneumoniae,105,5228977,145831,ST1035,0,,-,-,-,0,K57,"O1αβ,2β",Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K);IncFII(K)
jas4phQXkagxhCyPHioY9i,SAMN36884874,Ghana,Passed,Klebsiella pneumoniae,188,5919073,137165,ST252,1,,OXA-1,CTX-M-15,-,0,K81,"O1αβ,2β",Col440I;IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncFII(pBK30683);IncHI1B(pNDM-MAR)
mRcHS7TgKD2g46yZERJDdp,SAMEA7472503,Nigeria,Passed,Klebsiella pneumoniae,76,5515171,260020,ST3248,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,Col(pHAD28);IncFIB(K);IncFII(K)
27Ru2zdMwBbPvcvNupdnRx,SAMEA7472473,Nigeria,Passed,Klebsiella pneumoniae,132,5387779,84234,ST17,1,,LAP-2,CTX-M-14,-,0,unknown (KL122),O2β,Col440II;IncFIB(K);IncFII(pKP91)
eR5kicJVi4tWZdTzoSQtoD,SAMEA6155828,Nigeria,Passed,Klebsiella pneumoniae,72,5517407,274682,ST15,0,,-,-,-,1,K24,"O1αβ,2α",Col(pHAD28);ColpVC;IncFIB(K);IncFII(K);IncR
1FuNVd4tgXsAV9NYkp4824,SAMEA6155882,Nigeria,Passed,Klebsiella pneumoniae,48,5578893,430432,ST307,1,,-,CTX-M-15,-,0,unknown (KL102),O2β,IncFIA(HI1);IncFIB(K);IncFII(K);IncR
c4GTL4K9vYXFBPKGyxKQ4X,SAMEA7472440,Nigeria,Passed,Klebsiella pneumoniae,117,5645794,212241,ST20,2,,-,CTX-M-15,NDM-1,0,K28,"O1αβ,2β",Col(pHAD28);IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);repFIB
qFjC5wtsMs7Mx9esCZwse4,SAMN36884872,Ghana,Passed,Klebsiella pneumoniae,79,5411676,284542,ST15,1,,LAP-2;OXA-1,CTX-M-15,-,0,K19,"O1αβ,2β",IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
kJNnXoD8vixEUPVE2DqeAz,SAMEA6155835,Nigeria,Passed,Klebsiella pneumoniae,59,5736525,695741,ST1801,1,,OXA-1,CTX-M-15,-,0,K35,"O1αβ,2α",IncFIB(K);IncFIB(pNDM-Mar);IncFII(K)
7v9Nq4PcZg5wXgoxJUe8Yn,SAMN05960951,Nigeria,Passed,Klebsiella pneumoniae,48,5326469,502957,ST1658,0,,-,-,-,0,K19,O3γ,Col(pHAD28)
5D1JBtLHpQK42J1vJ8DXSP,SAMN05960923,Nigeria,Passed,Klebsiella pneumoniae,67,5343571,232199,ST8,0,,-,-,-,0,K3,"O1αβ,2β",Col440I;IncFIB(K);repB(R1701)
tz3KKQTzSeRctTL127zPKF,SAMEA6654223,Ghana,Passed,Klebsiella pneumoniae,55,5754451,479625,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
82eR6GZey3tNBaqHGtxGzw,SAMEA6654238,Ghana,Passed,Klebsiella pneumoniae,94,5762738,298609,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
8bSGN5wekQSzMu67jP73ZP,SAMEA111505114,Nigeria,Passed,Klebsiella pneumoniae,66,5562415,307847,ST307,1,,OXA-1,CTX-M-15,-,1,unknown (KL102),O2β,Col(pHAD28);IncFIB(K);IncFII(pKP91)
tG6acDHGobY51suiQSFBKX,SAMEA6654236,Ghana,Passed,Klebsiella pneumoniae,98,5581547,271408,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(pNDM-Mar);IncQ1;IncX3
mZ82Nevx73s1WDbcNDRULC,SAMEA4785010,Nigeria,Passed,Klebsiella pneumoniae,117,5980523,233396,ST147,2,,OXA-9.v1;OXA-1,CTX-M-15,NDM-1,1,K64,O2α,Col(pHAD28);IncFIB(K)(pCAV1099-114);IncFIB(pKPHS1);IncFIB(pNDM-Mar);IncFIB(pQil);IncR;RepB
k9JCAPMxurzSKXmtzZYL5T,SAMEA6654225,Ghana,Passed,Klebsiella pneumoniae,108,5746053,360493,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;ColRNAI;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
vGtJVDvJbXimrzWLDFZdXQ,SAMN36884885,Ghana,Passed,Klebsiella pneumoniae,53,5493294,376052,ST70,1,,OXA-1,CTX-M-15,-,1,unknown (KL136),"O1αβ,2β",Col(pHAD28);Col440II;IncFIB(K);IncFII(K)
tRwz3rgZ949fz2WZhyGu7T,SAMEA111505140,Nigeria,Passed,Klebsiella pneumoniae,58,5368951,216824,ST2457-1LV,0,,-,-,-,0,unknown (KL186),unknown (OL14),IncFIB(K);IncFII(pKP91);repB(R1701)
tCDM3F6zSTTBUgKunyb8sH,SAMEA6422765,Nigeria,Passed,Klebsiella pneumoniae,64,5495504,323818,ST17,1,,-,CTX-M-15,-,0,K2,O2α,Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K);IncFIB(pQil);IncFII(K);IncR
2Zgx7whbCctjN9tBdvUggB,SAMEA111505130,Nigeria,Passed,Klebsiella pneumoniae,40,5154378,294745,ST2729,0,,-,-,-,0,K52,O10,
d9CdBxjfAoMmmG61oZuuKN,SAMN05960946,Nigeria,Passed,Klebsiella pneumoniae,152,5785752,159321,ST12,1,,OXA-1,CTX-M-15,-,0,unknown (KL157),O2α,Col440II;IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);RepB;repFIB
xpuYKKN33xUwEFEHcYNxrv,SAMEA7472471,Nigeria,Passed,Klebsiella pneumoniae,103,5802970,320116,ST4410,2,,-,CTX-M-15,NDM-1,1,unknown (KL116),"O1αβ,2α",Col(pHAD28);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR);IncR
gWctNQwWhVx3SHvoycbz5o,SAMEA6654241,Ghana,Passed,Klebsiella pneumoniae,70,5762609,427451,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
mrbKzGk1dyjdEhyvwp9UH5,SAMEA111505142,Nigeria,Passed,Klebsiella pneumoniae,90,5608589,177679,ST6337,1,,OXA-1,CTX-M-15,-,0,K10,O3αβ,Col(pHAD28);IncFIB(K);IncFII(K)
vPnNvNW6p1ALprg57MTF4k,SAMEA6654230,Ghana,Passed,Klebsiella pneumoniae,50,5586992,479624,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(pNDM-Mar);IncQ1;IncX3
ep4NAxRxYEM4xd8FEHYC6d,SAMEA6654239,Ghana,Passed,Klebsiella pneumoniae,129,5747942,289716,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
fstHdZDYbS5mHrCxcBxm1p,SAMN05960945,Nigeria,Passed,Klebsiella pneumoniae,135,5787433,171472,ST12,1,,OXA-1,CTX-M-15,-,0,unknown (KL157),O2α,Col440II;IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);RepB;repFIB
cn2BAN2ymgY9j4cHSULQco,SAMEA6422774,Nigeria,Passed,Klebsiella pneumoniae,38,5593129,399908,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,Col440I;IncFIB(K);IncFII(K)
65GXWu7971WMZfcK6f2yRL,SAMEA6654221,Ghana,Passed,Klebsiella pneumoniae,44,5591824,438887,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(pNDM-Mar);IncQ1;IncX3
1X3RHR1R9T3bHHmdytUUzm,SAMEA4785006,Nigeria,Passed,Klebsiella pneumoniae,124,5696826,198610,ST15,2,,OXA-1,CTX-M-15,NDM-1,0,K48,"O1αβ,2α",Col440I;IncFIA(HI1);IncFIB(K);IncFIB(pQil);IncFII(K);IncR
3ETZnCVSXG1XhYMeJg44uh,SAMEA6422762,Nigeria,Passed,Klebsiella pneumoniae,64,5532432,247995,ST15,0,,-,-,-,1,K48,"O1αβ,2α",IncFIA;IncFIB(AP001918);IncFII(K);IncFII(pAMA1167-NDM-5);IncR;repB(R1701)
96cksz4WjidZG4XXudpBGN,SAMN05960955,Nigeria,Passed,Klebsiella pneumoniae,59,5462475,290493,ST716,1,,OXA-1,CTX-M-15,-,1,unknown (KL110),O2α,Col(pHAD28);Col440I;Col440II;IncFIB(K);IncFII(K)
saQY2KcQvxx3dmBCmfJKbA,SAMEA6155911,Nigeria,Passed,Klebsiella pneumoniae,91,5423864,209816,ST340,2,,-,CTX-M-15,OXA-181,0,K15,O4,Col440I;ColKP3;IncFIA(HI1);IncFIB(K);IncFII(K);IncR;IncX3;repB(R1701)
6mvRGZipdvWcmDtzSe6mMc,SAMEA4785018,Nigeria,Passed,Klebsiella pneumoniae,104,5874475,232141,ST147,2,,OXA-1,CTX-M-15,NDM-1,1,K64,O2α,Col440I;IncFIB(K);IncFIB(pNDM-Mar);IncFIB(pQil);IncFII(K);IncHI1B(pNDM-MAR)
9LPpTDMF2gYTgpLoGeYXV2,SAMEA6155889,Nigeria,Passed,Klebsiella pneumoniae,170,5684588,171626,ST502,1,,SCO-1;OXA-1,CTX-M-15,-,0,K15,O4,Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncFII(pBK30683);IncHI1B(pNDM-MAR);IncR;RepB
vkdwdm7JH34D88Q6BcT7eq,SAMEA8515150,Nigeria,Passed,Klebsiella pneumoniae,97,5654510,217096,ST464,2,,OXA-1,CTX-M-15,NDM-7,1,K53,"O1αβ,2α",Col440I;ColpVC;IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(K);IncHI1B(pNDM-MAR);IncX3
1c7a62n9V8BQPaEkvjMDc4,SAMN05960942,Nigeria,Passed,Klebsiella pneumoniae,139,5785680,171472,ST12,1,,OXA-1,CTX-M-15,-,0,unknown (KL157),O2α,Col440II;IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);RepB;repFIB
vcDCfmYBJncwYdGQG2mpfR,SAMEA6155886,Nigeria,Passed,Klebsiella pneumoniae,97,5764171,297836,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncR
iwr1hdHsuVcU4yvsihvFMj,SAMEA6155824,Nigeria,Passed,Klebsiella pneumoniae,75,5365000,222026,ST340,1,,-,CTX-M-15,-,0,K15,O4,IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
jhNV3ZPRuaxd87WdMV1a1B,SAMEA6155790,Nigeria,Passed,Klebsiella pneumoniae,56,5577635,378048,ST307,1,,-,CTX-M-15,-,0,unknown (KL102),O2β,IncFIA(HI1);IncFIB(K);IncFII(K);IncR
mhDuTKMYCV1V842nethQWY,SAMEA6155845,Nigeria,Passed,Klebsiella pneumoniae,100,5781554,286748,ST11,1,,-,CTX-M-15,-,0,K27,O2β,IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);IncR;repB(R1701);repFIB
5wTxRTqNZjtEuvGGj4Mx5Y,SAMN36884882,Ghana,Passed,Klebsiella pneumoniae,35,5479858,473593,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,Col(pHAD28);IncFIB(K);IncFII(K)
p3uE7VsE14c6D5LHnqXS1M,SAMEA7472491,Nigeria,Passed,Klebsiella pneumoniae,108,5368841,141997,ST442,2,,OXA-1,-,NDM-1,0,K28,O2α,Col(pHAD28);ColpVC;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII(K);IncHI1B(pNDM-MAR)
fFWpeg8oUzsKkkvSLF3V9L,SAMEA111504608,Ghana,Passed,Klebsiella pneumoniae,65,5533513,321498,ST70,0,,-,-,-,0,unknown (KL122),"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);IncR;repFIB
uL3CKBQ4ihoSFt3qZssevL,SAMEA111505132,Nigeria,Passed,Klebsiella pneumoniae,68,5468461,682352,ST147,1,,LAP-2;OXA-1,CTX-M-15,-,0,unknown (KL128),O3γ,IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR)
4vecoti19U8QYh9yiWeTgo,SAMEA6654213,Ghana,Passed,Klebsiella pneumoniae,72,5614431,401693,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114)
fqWJ9K2QRMJH8qE2eUujtf,SAMEA7472434,Nigeria,Passed,Klebsiella pneumoniae,80,5681472,286753,ST464,2,,-,CTX-M-15,NDM-7,1,K53,"O1αβ,2α",Col440I;ColpVC;IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(K);IncHI1B(pNDM-MAR);IncX3
oSeqP5cRrnXMcfoxkK8tBH,SAMEA6156052,Nigeria,Passed,Klebsiella pneumoniae,46,5523750,403416,ST342,1,,TEM-103*,CTX-M-15,-,1,K30,"O1αβ,2β",IncFIB(K);IncFII(K)
85P8Lz6iBLgADQsNbQj49m,SAMEA111505133,Nigeria,Passed,Klebsiella pneumoniae,85,5458830,143252,ST215,1,,-,CTX-M-15,-,1,K16,"O1αβ,2α",IncFIB(K);IncFII(K)
sGGgYrWZsF3yCUZpU2GhEW,SAMN05960888,Nigeria,Passed,Klebsiella pneumoniae,45,5464088,398349,ST45,1,,-,CTX-M-15,-,1,K62,O2α,IncFIA(HI1);IncFIB(K);IncFII(K);IncR
wCwAFpJj3FF7zouFf7cV13,SAMN05960893,Nigeria,Passed,Klebsiella pneumoniae,48,5369066,365564,ST48,1,,-,CTX-M-15;SHV-12,-,0,K62,"O1αβ,2α",IncFIB(K);IncFII(K);IncN
gfuP6GHjDZQ8BgLZEcDuXt,SAMEA6654222,Ghana,Passed,Klebsiella pneumoniae,65,5749545,1077093,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
pbk2WX17WrWWJNqoAEyhm9,SAMEA4785005,Nigeria,Passed,Klebsiella pneumoniae,140,5945822,214964,ST147,2,,-,CTX-M-15,NDM-1,0,unknown (KL106),O2β,Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(pNDM-Mar);IncFII(K);IncFII(pBK30683);IncHI1B(pNDM-MAR);IncR;repA(pKOX);repB(R1701)
2NgpXYhueejuSuTAZyHPeh,SAMEA6155851,Nigeria,Passed,Klebsiella pneumoniae,72,5531221,291311,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,0,K2,"O1αβ,2β",Col440I;IncFIB(K)(pCAV1099-114)
dj8cNasQccRhPLsXQLMzjz,SAMEA7472438,Nigeria,Passed,Klebsiella pneumoniae,114,5645838,294288,ST20,2,,-,CTX-M-15,NDM-1,0,K28,"O1αβ,2β",Col(pHAD28);IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);repFIB
obEJj5XuFzXAkKQ79jF21X,SAMN36884895,Ghana,Passed,Klebsiella pneumoniae,45,5411443,245053,ST48,1,,-,CTX-M-15,-,1,K62,"O1αβ,2α",Col(pHAD28);IncFIB(K);IncFII(K)
